xflr5 v6.53

Plane name :        A0 E20 R0
Polar name :        T1-10.0 m/s-VLM2-Inviscid
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -45.000     0.000  -2.838063   0.371303   0.000000   0.371303  -0.000000   0.000000  -1.868568   0.000000   0.000000   10.0000     0.0618
  -44.000     0.000  -2.797110   0.363209   0.000000   0.363209  -0.000000   0.000000  -1.861707   0.000000   0.000000   10.0000     0.0605
  -43.000     0.000  -2.754722   0.354597   0.000000   0.354597  -0.000000   0.000000  -1.853224   0.000000   0.000000   10.0000     0.0591
  -42.000     0.000  -2.710891   0.345499   0.000000   0.345499  -0.000000   0.000000  -1.843129   0.000000   0.000000   10.0000     0.0576
  -41.000     0.000  -2.665613   0.335952   0.000000   0.335952  -0.000000   0.000000  -1.831436   0.000000   0.000000   10.0000     0.0562
  -40.000     0.000  -2.618883   0.325990   0.000000   0.325990  -0.000000   0.000000  -1.818158   0.000000   0.000000   10.0000     0.0547
  -39.000     0.000  -2.570701   0.315651   0.000000   0.315651  -0.000000   0.000000  -1.803311   0.000000   0.000000   10.0000     0.0531
  -38.000     0.000  -2.521068   0.304972   0.000000   0.304972  -0.000000   0.000000  -1.786913   0.000000   0.000000   10.0000     0.0515
  -37.000     0.000  -2.469986   0.293992   0.000000   0.293992  -0.000000   0.000000  -1.768985   0.000000   0.000000   10.0000     0.0499
  -36.000     0.000  -2.417462   0.282750   0.000000   0.282750  -0.000000   0.000000  -1.749549   0.000000   0.000000   10.0000     0.0482
  -35.000     0.000  -2.363503   0.271286   0.000000   0.271286  -0.000000   0.000000  -1.728627   0.000000   0.000000   10.0000     0.0464
  -34.000     0.000  -2.308119   0.259641   0.000000   0.259641  -0.000000   0.000000  -1.706246   0.000000   0.000000   10.0000     0.0446
  -33.000     0.000  -2.251324   0.247854   0.000000   0.247854  -0.000000   0.000000  -1.682433   0.000000   0.000000   10.0000     0.0427
  -32.000     0.000  -2.193132   0.235967   0.000000   0.235967  -0.000000   0.000000  -1.657216   0.000000   0.000000   10.0000     0.0407
  -31.000     0.000  -2.133561   0.224020   0.000000   0.224020  -0.000000   0.000000  -1.630627   0.000000   0.000000   10.0000     0.0386
  -30.000     0.000  -2.072630   0.212055   0.000000   0.212055  -0.000000   0.000000  -1.602698   0.000000   0.000000   10.0000     0.0364
  -29.000     0.000  -2.010362   0.200112   0.000000   0.200112  -0.000000   0.000000  -1.573462   0.000000   0.000000   10.0000     0.0341
  -28.000     0.000  -1.946781   0.188230   0.000000   0.188230  -0.000000   0.000000  -1.542957   0.000000   0.000000   10.0000     0.0317
  -27.000     0.000  -1.881913   0.176452   0.000000   0.176452  -0.000000   0.000000  -1.511218   0.000000   0.000000   10.0000     0.0290
  -26.000     0.000  -1.815789   0.164816   0.000000   0.164816  -0.000000   0.000000  -1.478284   0.000000   0.000000   10.0000     0.0263
  -25.000     0.000  -1.748439   0.153361   0.000000   0.153361  -0.000000   0.000000  -1.444196   0.000000   0.000000   10.0000     0.0233
  -24.000     0.000  -1.679896   0.142125   0.000000   0.142125  -0.000000   0.000000  -1.408994   0.000000   0.000000   10.0000     0.0200
  -23.000     0.000  -1.610197   0.131147   0.000000   0.131147  -0.000000   0.000000  -1.372723   0.000000   0.000000   10.0000     0.0165
  -22.000     0.000  -1.539380   0.120463   0.000000   0.120463  -0.000000   0.000000  -1.335426   0.000000   0.000000   10.0000     0.0127
  -21.000     0.000  -1.467483   0.110108   0.000000   0.110108  -0.000000   0.000000  -1.297148   0.000000   0.000000   10.0000     0.0086
  -20.000     0.000  -1.394550   0.100118   0.000000   0.100118  -0.000000   0.000000  -1.257937   0.000000   0.000000   10.0000     0.0040
  -19.000     0.000  -1.320624   0.090525   0.000000   0.090525  -0.000000   0.000000  -1.217839   0.000000   0.000000   10.0000    -0.0011
  -18.000     0.000  -1.245750   0.081362   0.000000   0.081362  -0.000000   0.000000  -1.176904   0.000000   0.000000   10.0000    -0.0069
  -17.000     0.000  -1.169977   0.072659   0.000000   0.072659  -0.000000   0.000000  -1.135182   0.000000   0.000000   10.0000    -0.0133
  -16.000     0.000  -1.093353   0.064445   0.000000   0.064445  -0.000000   0.000000  -1.092723   0.000000   0.000000   10.0000    -0.0207
  -15.000     0.000  -1.015929   0.056749   0.000000   0.056749  -0.000000   0.000000  -1.049580   0.000000   0.000000   10.0000    -0.0292
  -14.000     0.000  -0.937758   0.049595   0.000000   0.049595  -0.000000   0.000000  -1.005804   0.000000   0.000000   10.0000    -0.0391
  -13.000     0.000  -0.858892   0.043010   0.000000   0.043010  -0.000000   0.000000  -0.961450   0.000000   0.000000   10.0000    -0.0509
  -12.000     0.000  -0.779389   0.037014   0.000000   0.037014  -0.000000   0.000000  -0.916571   0.000000   0.000000   10.0000    -0.0650
  -11.000     0.000  -0.699302   0.031630   0.000000   0.031630  -0.000000   0.000000  -0.871221   0.000000   0.000000   10.0000    -0.0824
  -10.000     0.000  -0.618691   0.026875   0.000000   0.026875  -0.000000   0.000000  -0.825457   0.000000   0.000000   10.0000    -0.1044
   -9.000     0.000  -0.537613   0.022766   0.000000   0.022766  -0.000000   0.000000  -0.779333   0.000000   0.000000   10.0000    -0.1331
   -8.000     0.000  -0.456128   0.019319   0.000000   0.019319  -0.000000   0.000000  -0.732907   0.000000   0.000000   10.0000    -0.1721
