xflr5 v6.53

Plane name :        A20 E20 R-20
Polar name :        T1-15.0 m/s-VLM2-Inviscid
Freestream speed :  15.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -29.000     0.000  -1.900566   0.142753   0.000000   0.142753  -0.008342  -0.045795  -1.367289   0.002101   0.002101   15.0000     0.0481
  -28.000     0.000  -1.838557   0.134082   0.000000   0.134082  -0.006606  -0.045747  -1.342349   0.001452   0.001452   15.0000     0.0456
  -27.000     0.000  -1.775452   0.125527   0.000000   0.125527  -0.004789  -0.045706  -1.316379   0.000780   0.000780   15.0000     0.0428
  -26.000     0.000  -1.711280   0.117121   0.000000   0.117121  -0.002892  -0.045672  -1.289409   0.000087   0.000087   15.0000     0.0399
  -25.000     0.000  -1.646069   0.108893   0.000000   0.108893  -0.000919  -0.045646  -1.261472  -0.000625  -0.000625   15.0000     0.0367
  -24.000     0.000  -1.579853   0.100873   0.000000   0.100873   0.001128  -0.045629  -1.232603  -0.001355  -0.001355   15.0000     0.0333
  -23.000     0.000  -1.512663   0.093088   0.000000   0.093088   0.003247  -0.045623  -1.202837  -0.002102  -0.002102   15.0000     0.0296
  -22.000     0.000  -1.444536   0.085566   0.000000   0.085566   0.005435  -0.045627  -1.172210  -0.002865  -0.002865   15.0000     0.0255
  -21.000     0.000  -1.375508   0.078335   0.000000   0.078335   0.007690  -0.045643  -1.140759  -0.003641  -0.003641   15.0000     0.0211
  -20.000     0.000  -1.305618   0.071420   0.000000   0.071420   0.010008  -0.045672  -1.108523  -0.004429  -0.004429   15.0000     0.0162
  -19.000     0.000  -1.234905   0.064846   0.000000   0.064846   0.012387  -0.045714  -1.075541  -0.005228  -0.005228   15.0000     0.0107
  -18.000     0.000  -1.163409   0.058638   0.000000   0.058638   0.014825  -0.045770  -1.041853  -0.006035  -0.006035   15.0000     0.0046
  -17.000     0.000  -1.091174   0.052816   0.000000   0.052816   0.017317  -0.045840  -1.007500  -0.006850  -0.006850   15.0000    -0.0023
  -16.000     0.000  -1.018244   0.047404   0.000000   0.047404   0.019861  -0.045924  -0.972525  -0.007669  -0.007669   15.0000    -0.0102
  -15.000     0.000  -0.944663   0.042420   0.000000   0.042420   0.022455  -0.046023  -0.936968  -0.008493  -0.008493   15.0000    -0.0194
  -14.000     0.000  -0.870477   0.037884   0.000000   0.037884   0.025094  -0.046138  -0.900875  -0.009318  -0.009318   15.0000    -0.0301
  -13.000     0.000  -0.795734   0.033813   0.000000   0.033813   0.027776  -0.046268  -0.864289  -0.010143  -0.010143   15.0000    -0.0428
  -12.000     0.000  -0.720481   0.030223   0.000000   0.030223   0.030497  -0.046413  -0.827254  -0.010966  -0.010966   15.0000    -0.0582
  -11.000     0.000  -0.644768   0.027128   0.000000   0.027128   0.033254  -0.046574  -0.789816  -0.011786  -0.011786   15.0000    -0.0772
  -10.000     0.000  -0.568645   0.024541   0.000000   0.024541   0.036043  -0.046750  -0.752020  -0.012600  -0.012600   15.0000    -0.1013
   -9.000     0.000  -0.492161   0.022474   0.000000   0.022474   0.038862  -0.046941  -0.713912  -0.013408  -0.013408   15.0000    -0.1330
   -8.000     0.000  -0.415369   0.020936   0.000000   0.020936   0.041706  -0.047147  -0.675540  -0.014206  -0.014206   15.0000    -0.1763
   -7.000     0.000  -0.338319   0.019935   0.000000   0.019935   0.044573  -0.047368  -0.636948  -0.014993  -0.014993   15.0000    -0.2394
   -6.000     0.000  -0.261064   0.019477   0.000000   0.019477   0.047459  -0.047602  -0.598185  -0.015769  -0.015769   15.0000    -0.3400
   -5.000     0.000  -0.183656   0.019568   0.000000   0.019568   0.050360  -0.047850  -0.559298  -0.016530  -0.016530   15.0000    -0.5253
   -4.000     0.000  -0.106148   0.020210   0.000000   0.020210   0.053273  -0.048111  -0.520334  -0.017275  -0.017275   15.0000    -0.9814
   -3.000     0.000  -0.028593   0.021405   0.000000   0.021405   0.056194  -0.048384  -0.481340  -0.018002  -0.018002   15.0000    -3.9112
   -2.000     0.000   0.048957   0.023152   0.000000   0.023152   0.059119  -0.048669  -0.442364  -0.018711  -0.018711   15.0000     2.4401
   -1.000     0.000   0.126448   0.025449   0.000000   0.025449   0.062046  -0.048964  -0.403454  -0.019399  -0.019399   15.0000     1.0048
    0.000     0.000   0.203828   0.028293   0.000000   0.028293   0.064970  -0.049269  -0.364657  -0.020064  -0.020064   15.0000     0.6604
    1.000     0.000   0.281044   0.031679   0.000000   0.031679   0.067888  -0.049582  -0.326020  -0.020706  -0.020706   15.0000     0.5057
    2.000     0.000   0.358044   0.035598   0.000000   0.035598   0.070797  -0.049904  -0.287591  -0.021323  -0.021323   15.0000     0.4178
    3.000     0.000   0.434777   0.040042   0.000000   0.040042   0.073692  -0.050232  -0.249416  -0.021913  -0.021913   15.0000     0.3611
    4.000     0.000   0.511191   0.045001   0.000000   0.045001   0.076571  -0.050565  -0.211541  -0.022476  -0.022476   15.0000     0.3216
    5.000     0.000   0.587235   0.050464   0.000000   0.050464   0.079430  -0.050902  -0.174013  -0.023010  -0.023010   15.0000     0.2924
    6.000     0.000   0.662860   0.056415   0.000000   0.056415   0.082265  -0.051243  -0.136877  -0.023514  -0.023514   15.0000     0.2700
    7.000     0.000   0.738017   0.062841   0.000000   0.062841   0.085073  -0.051585  -0.100179  -0.023986  -0.023986   15.0000     0.2523
    8.000     0.000   0.812657   0.069724   0.000000   0.069724   0.087850  -0.051927  -0.063964  -0.024426  -0.024426   15.0000     0.2379
    9.000     0.000   0.886733   0.077047   0.000000   0.077047   0.090594  -0.052268  -0.028275  -0.024833  -0.024833   15.0000     0.2261
   10.000     0.000   0.960199   0.084790   0.000000   0.084790   0.093300  -0.052606   0.006843  -0.025206  -0.025206   15.0000     0.2161
   11.000     0.000   1.033009   0.092933   0.000000   0.092933   0.095966  -0.052940   0.041349  -0.025545  -0.025545   15.0000     0.2076
   12.000     0.000   1.105121   0.101453   0.000000   0.101453   0.098587  -0.053268   0.075200  -0.025848  -0.025848   15.0000     0.2003
   13.000     0.000   1.176490   0.110327   0.000000   0.110327   0.101162  -0.053588   0.108355  -0.026115  -0.026115   15.0000     0.1940
   14.000     0.000   1.247076   0.119531   0.000000   0.119531   0.103687  -0.053900   0.140773  -0.026345  -0.026345   15.0000     0.1884
   15.000     0.000   1.316839   0.129039   0.000000   0.129039   0.106159  -0.054202   0.172416  -0.026538  -0.026538   15.0000     0.1836
   16.000     0.000   1.385740   0.138825   0.000000   0.138825   0.108574  -0.054491   0.203243  -0.026694  -0.026694   15.0000     0.1792
   17.000     0.000   1.453742   0.148861   0.000000   0.148861   0.110930  -0.054766   0.233219  -0.026813  -0.026813   15.0000     0.1753
   18.000     0.000   1.520810   0.159118   0.000000   0.159118   0.113224  -0.055026   0.262306  -0.026894  -0.026894   15.0000     0.1719
   19.000     0.000   1.586911   0.169568   0.000000   0.169568   0.115454  -0.055269   0.290469  -0.026937  -0.026937   15.0000     0.1687
   20.000     0.000   1.652012   0.180180   0.000000   0.180180   0.117615  -0.055494   0.317673  -0.026943  -0.026943   15.0000     0.1659
   21.000     0.000   1.716083   0.190924   0.000000   0.190924   0.119707  -0.055698   0.343886  -0.026911  -0.026911   15.0000     0.1634
   22.000     0.000   1.779095   0.201769   0.000000   0.201769   0.121726  -0.055880   0.369076  -0.026841  -0.026841   15.0000     0.1610
   23.000     0.000   1.841022   0.212684   0.000000   0.212684   0.123670  -0.056039   0.393211  -0.026735  -0.026735   15.0000     0.1589
   24.000     0.000   1.901838   0.223635   0.000000   0.223635   0.125536  -0.056173   0.416263  -0.026592  -0.026592   15.0000     0.1570
   25.000     0.000   1.961520   0.234592   0.000000   0.234592   0.127322  -0.056281   0.438203  -0.026413  -0.026413   15.0000     0.1552
   26.000     0.000   2.020048   0.245522   0.000000   0.245522   0.129027  -0.056360   0.459005  -0.026198  -0.026198   15.0000     0.1535
   27.000     0.000   2.077402   0.256392   0.000000   0.256392   0.130647  -0.056410   0.478643  -0.025949  -0.025949   15.0000     0.1520
   28.000     0.000   2.133564   0.267169   0.000000   0.267169   0.132181  -0.056430   0.497093  -0.025665  -0.025665   15.0000     0.1507
   29.000     0.000   2.188519   0.277821   0.000000   0.277821   0.133627  -0.056417   0.514333  -0.025348  -0.025348   15.0000     0.1494
   30.000     0.000   2.242253   0.288316   0.000000   0.288316   0.134984  -0.056371   0.530342  -0.024999  -0.024999   15.0000     0.1482
   31.000     0.000   2.294754   0.298622   0.000000   0.298622   0.136249  -0.056290   0.545101  -0.024618  -0.024618   15.0000     0.1471
   32.000     0.000   2.346012   0.308706   0.000000   0.308706   0.137422  -0.056173   0.558590  -0.024208  -0.024208   15.0000     0.1461
   33.000     0.000   2.396020   0.318538   0.000000   0.318538   0.138500  -0.056019   0.570795  -0.023768  -0.023768   15.0000     0.1452
   34.000     0.000   2.444771   0.328086   0.000000   0.328086   0.139482  -0.055827   0.581700  -0.023300  -0.023300   15.0000     0.1444
   35.000     0.000   2.492260   0.337321   0.000000   0.337321   0.140368  -0.055595   0.591291  -0.022805  -0.022805   15.0000     0.1436
   36.000     0.000   2.538486   0.346212   0.000000   0.346212   0.141156  -0.055324   0.599558  -0.022285  -0.022285   15.0000     0.1428
   37.000     0.000   2.583447   0.354732   0.000000   0.354732   0.141845  -0.055012   0.606490  -0.021741  -0.021741   15.0000     0.1421
   38.000     0.000   2.627144   0.362851   0.000000   0.362851   0.142434  -0.054658   0.612078  -0.021175  -0.021175   15.0000     0.1415
   39.000     0.000   2.669580   0.370544   0.000000   0.370544   0.142923  -0.054262   0.616316  -0.020587  -0.020587   15.0000     0.1409
   40.000     0.000   2.710759   0.377784   0.000000   0.377784   0.143311  -0.053823   0.619199  -0.019980  -0.019980   15.0000     0.1404
   41.000     0.000   2.750687   0.384545   0.000000   0.384545   0.143597  -0.053340   0.620722  -0.019356  -0.019356   15.0000     0.1399
   42.000     0.000   2.789372   0.390805   0.000000   0.390805   0.143782  -0.052814   0.620885  -0.018715  -0.018715   15.0000     0.1394
   43.000     0.000   2.826822   0.396541   0.000000   0.396541   0.143864  -0.052243   0.619688  -0.018059  -0.018059   15.0000     0.1389
   44.000     0.000   2.863048   0.401731   0.000000   0.401731   0.143844  -0.051628   0.617130  -0.017391  -0.017391   15.0000     0.1385
   45.000     0.000   2.898060   0.406355   0.000000   0.406355   0.143723  -0.050968   0.613216  -0.016711  -0.016711   15.0000     0.1381


