xflr5 v6.53

Plane name :        A0 E-20 R0
Polar name :        T1-25.0 m/s-VLM2-Inviscid
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   15.000     0.000   1.014876   0.056413   0.000000   0.056413  -0.000000   0.000000   0.949186   0.000000   0.000000   25.0000    -0.0300
   16.000     0.000   1.092228   0.064109   0.000000   0.064109  -0.000000   0.000000   0.979350   0.000000   0.000000   25.0000    -0.0215
   17.000     0.000   1.168780   0.072325   0.000000   0.072325  -0.000000   0.000000   1.008115   0.000000   0.000000   25.0000    -0.0141
   18.000     0.000   1.244481   0.081034   0.000000   0.081034  -0.000000   0.000000   1.035444   0.000000   0.000000   25.0000    -0.0076
   19.000     0.000   1.319281   0.090205   0.000000   0.090205  -0.000000   0.000000   1.061305  -0.000000  -0.000000   25.0000    -0.0019
   20.000     0.000   1.393134   0.099809   0.000000   0.099809   0.000000   0.000000   1.085666  -0.000000  -0.000000   25.0000     0.0032
   21.000     0.000   1.465992   0.109813   0.000000   0.109813   0.000000   0.000000   1.108498  -0.000000  -0.000000   25.0000     0.0078
   22.000     0.000   1.537812   0.120183   0.000000   0.120183   0.000000   0.000000   1.129772  -0.000000  -0.000000   25.0000     0.0120
   23.000     0.000   1.608552   0.130886   0.000000   0.130886   0.000000   0.000000   1.149462  -0.000000  -0.000000   25.0000     0.0158
   24.000     0.000   1.678173   0.141884   0.000000   0.141884   0.000000   0.000000   1.167545  -0.000000  -0.000000   25.0000     0.0193
   25.000     0.000   1.746635   0.153143   0.000000   0.153143   0.000000   0.000000   1.183999  -0.000000  -0.000000   25.0000     0.0226
   26.000     0.000   1.813904   0.164623   0.000000   0.164623   0.000000   0.000000   1.198803  -0.000000  -0.000000   25.0000     0.0256
   27.000     0.000   1.879945   0.176286   0.000000   0.176286   0.000000   0.000000   1.211940  -0.000000  -0.000000   25.0000     0.0284
   28.000     0.000   1.944728   0.188093   0.000000   0.188093   0.000000   0.000000   1.223394  -0.000000  -0.000000   25.0000     0.0310
   29.000     0.000   2.008223   0.200005   0.000000   0.200005   0.000000   0.000000   1.233150  -0.000000  -0.000000   25.0000     0.0334
   30.000     0.000   2.070403   0.211981   0.000000   0.211981   0.000000   0.000000   1.241196  -0.000000  -0.000000   25.0000     0.0357


