xflr5 v6.53

Plane name :        Plane Name
Polar name :        T1-20.0 m/s-VLM2-Inviscid
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    0.000     0.000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000  -0.000000  -0.000000   20.0000    -1.8879
    1.000     0.000   0.082930   0.000362   0.000000   0.000362   0.000000  -0.000000   0.045832  -0.000000  -0.000000   20.0000     0.0816
    2.000     0.000   0.165797   0.001447   0.000000   0.001447   0.000000  -0.000000   0.091182  -0.000000  -0.000000   20.0000     0.0816
    3.000     0.000   0.248537   0.003252   0.000000   0.003252   0.000000  -0.000000   0.135995  -0.000000  -0.000000   20.0000     0.0817
    4.000     0.000   0.331089   0.005771   0.000000   0.005771   0.000000  -0.000000   0.180215  -0.000000  -0.000000   20.0000     0.0817
    5.000     0.000   0.413388   0.008997   0.000000   0.008997   0.000000  -0.000000   0.223791  -0.000000  -0.000000   20.0000     0.0818
    6.000     0.000   0.495374   0.012920   0.000000   0.012920   0.000000  -0.000000   0.266667  -0.000000  -0.000000   20.0000     0.0818
    7.000     0.000   0.576985   0.017527   0.000000   0.017527   0.000000  -0.000000   0.308793  -0.000000  -0.000000   20.0000     0.0819
    8.000     0.000   0.658161   0.022805   0.000000   0.022805   0.000000  -0.000000   0.350116  -0.000000  -0.000000   20.0000     0.0820
    9.000     0.000   0.738841   0.028738   0.000000   0.028738   0.000000  -0.000000   0.390586  -0.000000  -0.000000   20.0000     0.0821
   10.000     0.000   0.818968   0.035307   0.000000   0.035307   0.000000  -0.000000   0.430155  -0.000000  -0.000000   20.0000     0.0822
   11.000     0.000   0.898483   0.042492   0.000000   0.042492   0.000000  -0.000000   0.468773  -0.000000  -0.000000   20.0000     0.0824
   12.000     0.000   0.977329   0.050271   0.000000   0.050271   0.000000  -0.000000   0.506394  -0.000000  -0.000000   20.0000     0.0825
   13.000     0.000   1.055452   0.058622   0.000000   0.058622   0.000000  -0.000000   0.542972  -0.000000  -0.000000   20.0000     0.0827
   14.000     0.000   1.132797   0.067516   0.000000   0.067516   0.000000  -0.000000   0.578463  -0.000000  -0.000000   20.0000     0.0828
   15.000     0.000   1.209313   0.076929   0.000000   0.076929   0.000000  -0.000000   0.612822  -0.000000  -0.000000   20.0000     0.0830
   16.000     0.000   1.284948   0.086830   0.000000   0.086830   0.000000  -0.000000   0.646009  -0.000000  -0.000000   20.0000     0.0832
