xflr5 v6.53

Plane name :        A0 E0 R20
Polar name :        T1-20.0 m/s-VLM2-Inviscid
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.000     0.000  -0.061250   0.021495   0.000000   0.021495  -0.062735  -0.001083  -0.070961   0.019090   0.019090   20.0000    -0.0626
    0.000     0.000   0.021418   0.021523   0.000000   0.021523  -0.063222  -0.000749  -0.024811   0.019278   0.019278   20.0000     0.4974
    1.000     0.000   0.104066   0.022258   0.000000   0.022258  -0.063672  -0.000409   0.020928   0.019450   0.019450   20.0000     0.1679
    2.000     0.000   0.186632   0.023700   0.000000   0.023700  -0.064084  -0.000063   0.066201   0.019604   0.019604   20.0000     0.1301
    3.000     0.000   0.269053   0.025843   0.000000   0.025843  -0.064459   0.000288   0.110953   0.019741   0.019741   20.0000     0.1156
    4.000     0.000   0.351266   0.028682   0.000000   0.028682  -0.064796   0.000644   0.155128   0.019860   0.019860   20.0000     0.1079
    5.000     0.000   0.433211   0.032208   0.000000   0.032208  -0.065094   0.001003   0.198673   0.019961   0.019961   20.0000     0.1031
    6.000     0.000   0.514827   0.036410   0.000000   0.036410  -0.065352   0.001365   0.241535   0.020043   0.020043   20.0000     0.0999
    7.000     0.000   0.596051   0.041277   0.000000   0.041277  -0.065572   0.001729   0.283662   0.020108   0.020108   20.0000     0.0976
    8.000     0.000   0.676826   0.046794   0.000000   0.046794  -0.065752   0.002095   0.325003   0.020154   0.020154   20.0000     0.0959
    9.000     0.000   0.757092   0.052943   0.000000   0.052943  -0.065892   0.002462   0.365506   0.020181   0.020181   20.0000     0.0946
   10.000     0.000   0.836791   0.059706   0.000000   0.059706  -0.065992   0.002828   0.405124   0.020190   0.020190   20.0000     0.0936
   11.000     0.000   0.915866   0.067063   0.000000   0.067063  -0.066051   0.003193   0.443807   0.020180   0.020180   20.0000     0.0928
   12.000     0.000   0.994261   0.074992   0.000000   0.074992  -0.066071   0.003557   0.481508   0.020152   0.020152   20.0000     0.0922
