xflr5 v6.53

Plane name :        A-20 E0 R-20
Polar name :        T1-10.0 m/s-VLM2-Inviscid
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   18.000     0.000   1.335877   0.115142   0.000000   0.115142   0.009405   0.045322   0.595903  -0.009541  -0.009541   10.0000     0.0973
   19.000     0.000   1.402298   0.125760   0.000000   0.125760   0.006767   0.045004   0.621989  -0.009104  -0.009104   10.0000     0.0971
   20.000     0.000   1.467687   0.136803   0.000000   0.136803   0.004151   0.044685   0.646915  -0.008676  -0.008676   10.0000     0.0971
   21.000     0.000   1.532000   0.148237   0.000000   0.148237   0.001559   0.044364   0.670649  -0.008255  -0.008255   10.0000     0.0970
   22.000     0.000   1.595194   0.160022   0.000000   0.160022  -0.001005   0.044040   0.693162  -0.007844  -0.007844   10.0000     0.0970
   23.000     0.000   1.657232   0.172123   0.000000   0.172123  -0.003539   0.043714   0.714428  -0.007442  -0.007442   10.0000     0.0971
   24.000     0.000   1.718076   0.184499   0.000000   0.184499  -0.006039   0.043384   0.734420  -0.007051  -0.007051   10.0000     0.0971
   25.000     0.000   1.777692   0.197109   0.000000   0.197109  -0.008502   0.043051   0.753115  -0.006671  -0.006671   10.0000     0.0973
   26.000     0.000   1.836046   0.209914   0.000000   0.209914  -0.010925   0.042712   0.770488  -0.006302  -0.006302   10.0000     0.0974
   27.000     0.000   1.893110   0.222871   0.000000   0.222871  -0.013306   0.042369   0.786519  -0.005945  -0.005945   10.0000     0.0976
   28.000     0.000   1.948854   0.235937   0.000000   0.235937  -0.015641   0.042020   0.801189  -0.005602  -0.005602   10.0000     0.0978
   29.000     0.000   2.003255   0.249069   0.000000   0.249069  -0.017928   0.041664   0.814479  -0.005271  -0.005271   10.0000     0.0980
   30.000     0.000   2.056289   0.262224   0.000000   0.262224  -0.020164   0.041301   0.826374  -0.004954  -0.004954   10.0000     0.0982
   31.000     0.000   2.107936   0.275359   0.000000   0.275359  -0.022345   0.040931   0.836858  -0.004650  -0.004650   10.0000     0.0985
