xflr5 v6.53

Plane name :        A0 E-20 R0
Polar name :        T1-15.0 m/s-VLM2-Inviscid
Freestream speed :  15.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -45.000     0.000  -3.019232   0.474388   0.000000   0.474388  -0.000000  -0.000000  -1.494791   0.000000   0.000000   15.0000     0.1196
  -44.000     0.000  -2.985223   0.467955   0.000000   0.467955  -0.000000  -0.000000  -1.475586   0.000000   0.000000   15.0000     0.1199
  -43.000     0.000  -2.949837   0.460838   0.000000   0.460838  -0.000000  -0.000000  -1.454790   0.000000   0.000000   15.0000     0.1203
  -42.000     0.000  -2.913057   0.453068   0.000000   0.453068  -0.000000  -0.000000  -1.432429   0.000000   0.000000   15.0000     0.1207
  -41.000     0.000  -2.874868   0.444671   0.000000   0.444671  -0.000000  -0.000000  -1.408529   0.000000   0.000000   15.0000     0.1211
  -40.000     0.000  -2.835257   0.435680   0.000000   0.435680  -0.000000  -0.000000  -1.383120   0.000000   0.000000   15.0000     0.1216
  -39.000     0.000  -2.794213   0.426125   0.000000   0.426125  -0.000000  -0.000000  -1.356233   0.000000   0.000000   15.0000     0.1221
  -38.000     0.000  -2.751726   0.416040   0.000000   0.416040  -0.000000  -0.000000  -1.327900   0.000000   0.000000   15.0000     0.1226
  -37.000     0.000  -2.707790   0.405460   0.000000   0.405460  -0.000000  -0.000000  -1.298157   0.000000   0.000000   15.0000     0.1232
  -36.000     0.000  -2.662399   0.394420   0.000000   0.394420  -0.000000  -0.000000  -1.267039   0.000000   0.000000   15.0000     0.1238
  -35.000     0.000  -2.615550   0.382957   0.000000   0.382957  -0.000000  -0.000000  -1.234584   0.000000   0.000000   15.0000     0.1245
  -34.000     0.000  -2.567243   0.371110   0.000000   0.371110  -0.000000  -0.000000  -1.200832   0.000000   0.000000   15.0000     0.1252
  -33.000     0.000  -2.517479   0.358915   0.000000   0.358915  -0.000000  -0.000000  -1.165823   0.000000   0.000000   15.0000     0.1260
  -32.000     0.000  -2.466262   0.346414   0.000000   0.346414  -0.000000  -0.000000  -1.129602   0.000000   0.000000   15.0000     0.1269
  -31.000     0.000  -2.413598   0.333646   0.000000   0.333646  -0.000000  -0.000000  -1.092211   0.000000   0.000000   15.0000     0.1278
  -30.000     0.000  -2.359496   0.320651   0.000000   0.320651  -0.000000  -0.000000  -1.053696   0.000000   0.000000   15.0000     0.1288
  -29.000     0.000  -2.303967   0.307470   0.000000   0.307470  -0.000000  -0.000000  -1.014104   0.000000   0.000000   15.0000     0.1299
  -28.000     0.000  -2.247024   0.294145   0.000000   0.294145  -0.000000  -0.000000  -0.973484   0.000000   0.000000   15.0000     0.1311
  -27.000     0.000  -2.188682   0.280716   0.000000   0.280716  -0.000000  -0.000000  -0.931885   0.000000   0.000000   15.0000     0.1325
  -26.000     0.000  -2.128961   0.267227   0.000000   0.267227  -0.000000  -0.000000  -0.889357   0.000000   0.000000   15.0000     0.1339
  -25.000     0.000  -2.067879   0.253716   0.000000   0.253716  -0.000000  -0.000000  -0.845952   0.000000   0.000000   15.0000     0.1354
  -24.000     0.000  -2.005460   0.240227   0.000000   0.240227  -0.000000  -0.000000  -0.801724   0.000000   0.000000   15.0000     0.1371
  -23.000     0.000  -1.941729   0.226800   0.000000   0.226800  -0.000000  -0.000000  -0.756726   0.000000   0.000000   15.0000     0.1390
  -22.000     0.000  -1.876714   0.213476   0.000000   0.213476  -0.000000  -0.000000  -0.711013   0.000000   0.000000   15.0000     0.1410
  -21.000     0.000  -1.810444   0.200294   0.000000   0.200294  -0.000000  -0.000000  -0.664640   0.000000   0.000000   15.0000     0.1433
  -20.000     0.000  -1.742951   0.187295   0.000000   0.187295  -0.000000  -0.000000  -0.617665   0.000000   0.000000   15.0000     0.1457
  -19.000     0.000  -1.674270   0.174517   0.000000   0.174517  -0.000000  -0.000000  -0.570144   0.000000   0.000000   15.0000     0.1485
