xflr5 v6.53

Plane name :        A0 E20 R-20
Polar name :        T1-15.0 m/s-VLM2-Inviscid
Freestream speed :  15.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.000     0.000   0.122019   0.020943   0.000000   0.020943   0.056801   0.001585  -0.406976  -0.018006  -0.018006   15.0000     1.0407
    0.000     0.000   0.204453   0.023135   0.000000   0.023135   0.057218   0.001272  -0.360191  -0.018171  -0.018171   15.0000     0.6538
    1.000     0.000   0.286736   0.026023   0.000000   0.026023   0.057601   0.000953  -0.313616  -0.018319  -0.018319   15.0000     0.4893
    2.000     0.000   0.368807   0.029601   0.000000   0.029601   0.057950   0.000630  -0.267306  -0.018452  -0.018452   15.0000     0.3983
    3.000     0.000   0.450604   0.033859   0.000000   0.033859   0.058265   0.000301  -0.221320  -0.018568  -0.018568   15.0000     0.3405
    4.000     0.000   0.532066   0.038788   0.000000   0.038788   0.058545  -0.000031  -0.175711  -0.018668  -0.018668   15.0000     0.3006
    5.000     0.000   0.613134   0.044374   0.000000   0.044374   0.058790  -0.000366  -0.130537  -0.018750  -0.018750   15.0000     0.2714
    6.000     0.000   0.693747   0.050603   0.000000   0.050603   0.059000  -0.000704  -0.085852  -0.018816  -0.018816   15.0000     0.2491
    7.000     0.000   0.773847   0.057458   0.000000   0.057458   0.059174  -0.001043  -0.041711  -0.018864  -0.018864   15.0000     0.2315
    8.000     0.000   0.853377   0.064919   0.000000   0.064919   0.059312  -0.001384   0.001833  -0.018895  -0.018895   15.0000     0.2173
    9.000     0.000   0.932280   0.072968   0.000000   0.072968   0.059414  -0.001725   0.044727  -0.018908  -0.018908   15.0000     0.2056
   10.000     0.000   1.010501   0.081580   0.000000   0.081580   0.059480  -0.002066   0.086918  -0.018904  -0.018904   15.0000     0.1958
   11.000     0.000   1.087986   0.090732   0.000000   0.090732   0.059510  -0.002405   0.128355  -0.018883  -0.018883   15.0000     0.1875
   12.000     0.000   1.164683   0.100397   0.000000   0.100397   0.059504  -0.002743   0.168987  -0.018844  -0.018844   15.0000     0.1803
   13.000     0.000   1.240540   0.110549   0.000000   0.110549   0.059461  -0.003078   0.208765  -0.018788  -0.018788   15.0000     0.1741
   14.000     0.000   1.315507   0.121157   0.000000   0.121157   0.059382  -0.003410   0.247641  -0.018715  -0.018715   15.0000     0.1687
   15.000     0.000   1.389538   0.132192   0.000000   0.132192   0.059267  -0.003739   0.285567  -0.018625  -0.018625   15.0000     0.1639
   16.000     0.000   1.462586   0.143621   0.000000   0.143621   0.059116  -0.004062   0.322496  -0.018518  -0.018518   15.0000     0.1597
   17.000     0.000   1.534606   0.155411   0.000000   0.155411   0.058930  -0.004381   0.358385  -0.018395  -0.018395   15.0000     0.1559
